doc_id,rouge1,rouge2,rougeL
A00-1031,0.1111111111111111,0.022727272727272728,0.08888888888888888
A00-1043,0.12199870214146656,0.07147498375568552,0.0700843608046723
A00-2004,0.3157894736842105,0.07142857142857142,0.22807017543859648
A00-2009,0.31818181818181823,0.061538461538461535,0.1818181818181818
A00-2018,0.5,0.4315789473684211,0.5
A00-2019,0.3137254901960785,0.026490066225165566,0.1699346405228758
A00-2024,0.4466019417475728,0.12745098039215688,0.23300970873786409
A00-2026,0.37121212121212127,0.12213740458015267,0.2121212121212121
A00-2030,0.3516483516483516,0.2471910112359551,0.3076923076923077
A00-2031,0.018433179723502308,0.0,0.018433179723502308
A00-2034,0.43749999999999994,0.16455696202531647,0.3125
A88-1019,0.0520446096654275,0.0,0.03717472118959108
A92-1018,0.1579257513258692,0.1191740412979351,0.09428403064230996
A92-1021,0.4050632911392405,0.2553191489361702,0.33755274261603374
A94-1006,0.20363636363636364,0.0586080586080586,0.10181818181818182
A94-1009,0.3384615384615385,0.09652509652509653,0.16538461538461538
A97-1004,0.3466666666666667,0.09459459459459459,0.24000000000000005
A97-1011,0.34074074074074073,0.030075187969924814,0.2074074074074074
A97-1014,0.28358208955223885,0.07575757575757576,0.19402985074626866
A97-1029,0.3023255813953488,0.047058823529411764,0.16279069767441862
A97-1030,0.08108108108108109,0.0,0.08108108108108109
A97-1052,0.033090297251822776,0.016835016835016835,0.022434099831744252
C02-1011,0.5069124423963134,0.2604651162790698,0.35023041474654376
C02-1054,0.09374999999999999,0.015873015873015872,0.06250000000000001
C02-1114,0.31351351351351353,0.04371584699453552,0.1837837837837838
C02-1144,0.4678899082568807,0.2592592592592593,0.3486238532110092
C02-1150,0.4595744680851064,0.18884120171673818,0.2893617021276596
C04-1010,0.35779816513761464,0.09259259259259259,0.2201834862385321
C04-1024,0.29166666666666663,0.12765957446808512,0.18749999999999997
C04-1041,0.44081632653061226,0.1810699588477366,0.2857142857142857
C04-1051,0.3048327137546468,0.04494382022471911,0.1858736059479554
C04-1059,0.3236994219653179,0.0935672514619883,0.20809248554913293
C04-1072,0.44565217391304346,0.19780219780219782,0.2391304347826087
C04-1080,0.44144144144144143,0.09999999999999999,0.21621621621621623
C04-1081,0.20754716981132076,0.11538461538461539,0.1320754716981132
C04-1111,0.4467005076142132,0.23589743589743592,0.3147208121827411
C04-1146,0.30769230769230765,0.046511627906976744,0.16153846153846155
C04-1197,0.20689655172413793,0.0694980694980695,0.13026819923371646
C04-1200,0.17687074829931973,0.03424657534246575,0.12244897959183673
C08-1018,0.33884297520661155,0.08333333333333333,0.21487603305785125
C08-1022,0.29824561403508776,0.08928571428571427,0.15789473684210525
C08-1098,0.044444444444444446,0.022727272727272724,0.044444444444444446
C08-1107,0.4,0.09022556390977444,0.20740740740740743
C08-1109,0.36477987421383645,0.15286624203821655,0.2893081761006289
C08-1114,0.31527093596059114,0.08955223880597014,0.17733990147783252
C10-1011,0.10227272727272728,0.022988505747126436,0.07954545454545453
C10-1152,0.41891891891891897,0.12328767123287673,0.2162162162162162
C10-2005,0.49785407725321884,0.22510822510822512,0.2575107296137339
C10-2028,0.3983050847457627,0.1623931623931624,0.24576271186440676
C86-1045,0.24615384615384614,0.03125,0.15384615384615383
C90-2067,0.703030303030303,0.5521472392638038,0.6787878787878787
C90-3045,0.2352941176470588,0.029585798816568046,0.12941176470588234
C92-1019,0.2616822429906542,0.08490566037735849,0.14953271028037385
C94-1079,0.17,0.06060606060606061,0.14
C94-2178,0.46428571428571425,0.22891566265060243,0.35714285714285715
C94-2195,0.29850746268656714,0.13636363636363638,0.23880597014925375
C96-1021,0.30340557275541796,0.04361370716510904,0.1671826625386997
C96-2141,0.3539823008849557,0.05357142857142857,0.19469026548672566
D07-1002,0.38926174496644295,0.12244897959183675,0.2684563758389262
D07-1003,0.2711864406779661,0.08,0.1694915254237288
D07-1007,0.21722846441947566,0.03018867924528302,0.11235955056179776
D07-1031,0.42748091603053434,0.12307692307692307,0.2977099236641221
D07-1043,0.39423076923076916,0.08737864077669903,0.23076923076923078
D07-1061,0.4482758620689655,0.11805555555555557,0.20689655172413793
D07-1071,0.3668639053254438,0.11976047904191615,0.21301775147928995
D07-1072,0.22222222222222218,0.1509433962264151,0.22222222222222218
D07-1076,0.27385892116182575,0.16736401673640167,0.19087136929460582
D07-1077,0.5170731707317073,0.33497536945812806,0.40975609756097564
D07-1080,0.30526315789473685,0.10638297872340424,0.19999999999999998
D07-1090,0.3626373626373626,0.04444444444444444,0.16483516483516483
D07-1091,0.3468208092485549,0.1169590643274854,0.2543352601156069
D07-1096,0.19642857142857145,0.05454545454545455,0.125
D07-1097,0.37209302325581395,0.14084507042253522,0.20465116279069767
D07-1101,0.41450777202072536,0.15706806282722516,0.2383419689119171
D07-1103,0.45033112582781454,0.1610738255033557,0.34437086092715236
D07-1104,0.3763440860215053,0.08695652173913043,0.25806451612903225
D07-1109,0.1,0.05128205128205128,0.1
D07-1111,0.22093023255813954,0.0823529411764706,0.1395348837209302
D07-1114,0.41201716738197425,0.05194805194805195,0.22317596566523606
D08-1011,0.5027932960893855,0.2598870056497175,0.4022346368715084
D08-1014,0.43613707165109034,0.14420062695924768,0.22429906542056074
D08-1016,0.08247422680412372,0.042105263157894736,0.08247422680412372
D08-1020,0.3617021276595745,0.053763440860215055,0.19148936170212763
D08-1021,0.4458598726114649,0.1935483870967742,0.3184713375796178
D08-1022,0.7438016528925621,0.625,0.7107438016528925
D08-1024,0.07954545454545454,0.022988505747126436,0.056818181818181816
D08-1027,0.47232472324723246,0.13382899628252787,0.24354243542435425
D08-1031,0.4636363636363637,0.16513761467889906,0.2
D08-1035,0.38759689922480617,0.13281250000000003,0.23255813953488372
D08-1036,0.1171171171171171,0.018181818181818184,0.09009009009009009
D08-1059,0.44808743169398907,0.1988950276243094,0.28415300546448086
D08-1065,0.3333333333333333,0.15217391304347827,0.22580645161290325
D08-1068,0.25,0.04000000000000001,0.14473684210526316
D08-1076,0.08205128205128205,0.031088082901554407,0.08205128205128205
D08-1082,0.4343434343434343,0.16326530612244897,0.25252525252525254
D08-1083,0.4978540772532189,0.3376623376623376,0.33476394849785407
D08-1089,0.3418803418803419,0.09482758620689653,0.1623931623931624
D08-1092,0.41295546558704455,0.13877551020408163,0.242914979757085
D09-1001,0.4585365853658537,0.08866995073891627,0.25365853658536586
D09-1005,0.3783783783783784,0.08181818181818183,0.22522522522522523
D09-1026,0.2803738317757009,0.03773584905660377,0.12149532710280372
D09-1030,0.2738095238095238,0.10843373493975904,0.15476190476190477
D09-1058,0.35779816513761464,0.09259259259259259,0.1926605504587156
D09-1086,0.33505154639175255,0.04663212435233161,0.1443298969072165
D09-1092,0.3764705882352941,0.13095238095238096,0.22352941176470587
D09-1098,0.2727272727272727,0.17105263157894735,0.23376623376623376
D09-1101,0.2091503267973856,0.02649006622516556,0.130718954248366
D09-1120,0.34756097560975613,0.0736196319018405,0.1402439024390244
D09-1127,0.3737373737373737,0.09183673469387756,0.2222222222222222
D09-1159,0.38461538461538464,0.12222222222222222,0.21978021978021978
D10-1001,0.4451827242524917,0.12709030100334448,0.2325581395348837
D10-1044,0.33879781420765026,0.07734806629834254,0.15300546448087432
D10-1048,0.5947521865889214,0.3343108504398827,0.3731778425655977
D10-1115,0.3128491620111732,0.03389830508474577,0.1564245810055866
D10-1119,0.4154929577464789,0.12056737588652483,0.20422535211267606
D10-1120,0.39572192513368987,0.1081081081081081,0.2887700534759358
D10-1124,0.3285024154589372,0.02926829268292683,0.14492753623188404
D10-1125,0.4052287581699346,0.11920529801324503,0.23529411764705882
D11-1006,0.37499999999999994,0.08148148148148147,0.21323529411764705
D11-1014,0.4023668639053254,0.08383233532934133,0.23668639053254437
D11-1033,0.36529680365296807,0.05529953917050691,0.18264840182648404
D11-1062,0.3569023569023569,0.09491525423728815,0.18181818181818182
D11-1125,0.0410958904109589,0.02777777777777778,0.0410958904109589
D11-1129,0.13636363636363635,0.030769230769230767,0.0909090909090909
D11-1141,0.27210884353741494,0.06896551724137931,0.16326530612244897
D11-1142,0.33472803347280333,0.09282700421940929,0.18410041841004182
D12-1050,0.27906976744186046,0.056338028169014086,0.16744186046511628
D12-1133,0.4406779661016949,0.2931034482758621,0.42372881355932196
E03-1005,0.27624309392265195,0.04469273743016759,0.16574585635359115
E03-1008,0.42500000000000004,0.17721518987341772,0.25
E03-1009,0.33333333333333337,0.10526315789473685,0.21875
E03-1071,0.4269662921348315,0.14772727272727273,0.24719101123595508
E03-1076,0.360655737704918,0.07734806629834254,0.16393442622950818
E06-1002,0.2748091603053435,0.09302325581395349,0.24427480916030533
E06-1005,0.5714285714285715,0.25092250922509224,0.33699633699633696
E06-1011,0.4615384615384615,0.203125,0.3384615384615385
E06-1015,0.3842794759825327,0.14096916299559473,0.21834061135371177
E06-1025,0.3194444444444445,0.16083916083916083,0.22222222222222224
E06-1027,0.20444444444444443,0.07174887892376683,0.12444444444444443
E06-1031,0.4370860927152318,0.24161073825503354,0.2649006622516556
E06-1032,0.3548387096774194,0.10869565217391304,0.2043010752688172
E06-1038,0.38636363636363635,0.14942528735632185,0.22727272727272727
E06-1040,0.38497652582159625,0.08530805687203791,0.1971830985915493
E06-1042,0.3560606060606061,0.09923664122137404,0.196969696969697
E06-1043,0.33870967741935487,0.0983606557377049,0.22580645161290322
E06-1051,0.304635761589404,0.07999999999999999,0.17218543046357618
E09-1005,0.4129032258064516,0.10457516339869281,0.24516129032258063
E09-1013,0.3796296296296296,0.10280373831775702,0.2222222222222222
E89-1009,0.2222222222222222,0.0875,0.14814814814814817
E89-1037,0.3888888888888889,0.1408450704225352,0.27777777777777773
E99-1001,0.3067484662576687,0.08641975308641975,0.20245398773006135
E99-1010,0.39024390243902435,0.1983471074380165,0.2764227642276423
E99-1023,0.3315508021390374,0.1081081081081081,0.160427807486631
H05-1010,0.32999999999999996,0.06060606060606061,0.21000000000000002
H05-1011,0.3,0.08860759493670887,0.16249999999999998
H05-1012,0.3119266055045872,0.09345794392523364,0.23853211009174313
H05-1021,0.18487394957983194,0.017094017094017092,0.11764705882352941
H05-1043,0.3068181818181818,0.09195402298850575,0.1931818181818182
H05-1044,0.25092250922509224,0.08921933085501858,0.12546125461254612
H05-1045,0.5422222222222223,0.34977578475336324,0.43555555555555553
H05-1053,0.41454545454545455,0.19780219780219782,0.24727272727272726
H05-1059,0.4583333333333333,0.15789473684210525,0.3125
H05-1066,0.34285714285714286,0.09248554913294796,0.16
H05-1073,0.19277108433734938,0.07317073170731708,0.1325301204819277
H05-1079,0.3755458515283843,0.05286343612334802,0.17467248908296945
H05-1091,0.3851851851851852,0.09022556390977443,0.23703703703703705
I05-2038,0.3008130081300813,0.08196721311475409,0.16260162601626016
I05-3017,0.27428571428571424,0.08092485549132948,0.20571428571428574
I05-3027,0.2361111111111111,0.1267605633802817,0.16666666666666669
I08-1059,0.42603550295857984,0.16766467065868265,0.3076923076923077
J00-1004,0.9163636363636365,0.8351648351648352,0.9018181818181817
J00-2004,0.2189189189189189,0.19783197831978322,0.2
J00-3003,0.0879120879120879,0.0,0.04395604395604395
J00-3004,0.6451612903225807,0.5869565217391304,0.6344086021505376
J00-4003,0.9781021897810219,0.9333333333333335,0.9635036496350365
